id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46696339,"Spacious, Modern & Cozy (Entire) Apartment",14011158,Rebecca,,Moreland,-37.75917,144.93898,Entire home/apt,85,7,3,2021-07-10,0.17,1,10,2,
46111660,Charming and cosy 2-BR Unit in Melbourne Bayside,21545343,Yelena,,Glen Eira,-37.93084,145.05833,Entire home/apt,133,2,50,2022-05-15,2.63,3,356,30,
46696470,Great location and personal French chef,209217270,David,,Melbourne,-37.81856,144.9464,Private room,57,1,12,2021-02-26,0.66,1,0,0,
46122329,Suave spacious luxury & views high above the city,206800320,Fil,,Melbourne,-37.82731,144.9585,Entire home/apt,220,3,39,2022-06-06,2.18,1,71,25,
46697051,Studio in the Hills,377406126,Nicole And Nir,,Cardinia,-37.93513,145.41974,Entire home/apt,174,1,20,2022-05-01,1.31,1,176,18,
46699266,Holiday Home 200m to the beach,46351506,Danielle,,Frankston,-38.1518,145.11693,Entire home/apt,500,7,0,,,1,0,0,
46699917,"Backpackers, Travelers, Locals, Everyone Welcome",377440935,Jyothirmay Krishna,,Maroondah,-37.80447,145.25447,Private room,28,1,8,2021-07-21,0.44,1,0,1,
46700228,3rooms 6beds 10P close lake & golf course no party,309634814,John,,Wyndham,-37.9002,144.75512,Entire home/apt,245,3,2,2022-02-07,0.28,6,143,2,
46700246,Fresh villa  big group 5rooms 9beds no party,309634814,John,,Wyndham,-37.90253,144.7556,Entire home/apt,269,2,5,2022-04-17,0.30,6,233,2,
46454464,Award winning architectural Elwood House,2776603,Antoine,,Port Phillip,-37.8779,144.99068,Entire home/apt,500,4,0,,,1,0,0,
46454714,Large Malvern East Home with north facing pool,1646368,Maree,,Stonnington,-37.87682,145.04996,Entire home/apt,650,7,1,2021-12-28,0.19,1,38,1,
46456333,CBD One bedroom self contained apartment.,375829261,Jan,,Melbourne,-37.80963,144.96547,Entire home/apt,200,2,16,2022-04-25,1.24,1,332,14,
46458184,LUXe’ Room luxury Appartment,221323469,John,,Port Phillip,-37.8349,144.9733,Entire home/apt,145,2,0,,,2,0,0,
46131427,Exquisite 2BR apartment at M-city with Views,366089933,Lee,,Monash,-37.92193,145.13843,Entire home/apt,260,2,25,2022-05-27,1.32,1,249,17,
46458768,Kew Princess,194777690,Lisa,,Boroondara,-37.79538,145.03042,Entire home/apt,120,3,0,,,2,0,0,
46459133,Stylish Studio on 28th Floor with Panoramic Views,398720554,Roy,,Melbourne,-37.81214,144.9574,Entire home/apt,146,2,22,2022-05-04,1.39,12,228,12,
46468704,Awesome Artists Loft  in heart of Port Melbourne,47308062,Julie,,Port Phillip,-37.83628,144.94365,Private room,69,1,24,2022-05-29,5.41,1,60,24,
46474346,"Location, Location, Location",375939111,Daniel,,Whittlesea,-37.65236,145.01925,Private room,325,14,1,2020-12-31,0.06,2,365,0,
46474570,Knox International Hotel and Apartments,149494899,Knox International,,Knox,-37.85546,145.21703,Private room,279,1,0,,,1,360,0,
46474683,"Location, Location, Location!",375939111,Daniel,,Whittlesea,-37.65244,145.01761,Entire home/apt,171,14,0,,,2,365,0,
46475571,Private bedroom with top quality mattress,216719436,Chutian,,Monash,-37.86844,145.14419,Private room,54,1,2,2021-04-29,0.13,8,0,0,
46476728,Room A+ Room C: Two bedrooms in a modern house,216719436,Chutian,,Monash,-37.86746,145.1431,Private room,115,1,0,,,8,0,0,
46479214,Golf View Charm,266721622,Palitha,,Hume,-37.60618,144.91659,Entire home/apt,252,2,26,2022-03-30,1.43,1,314,11,
46479295,Stylish waterfront apartment,56960847,Alrick,,Melbourne,-37.82139,144.94506,Entire home/apt,136,1,38,2022-05-29,2.05,4,52,13,
46490256,Stunning new entertainers delight meters to beach,286811627,Greer,,Port Phillip,-37.88387,144.99001,Entire home/apt,500,5,0,,,1,0,0,
46703173,Private bedroom in cozy home,377468905,Hilary,,Glen Eira,-37.86915,145.02044,Private room,50,1,18,2022-04-02,0.98,2,66,14,
46711324,St Kilda Beachfront Art Deco Apartment,30505359,Yvonne,,Port Phillip,-37.85995,144.97188,Entire home/apt,154,2,50,2022-05-30,2.84,1,44,32,
46713183,Domi Rentals - The Meadow Apartment,45356831,Domi,,Glen Eira,-37.87258,145.00508,Entire home/apt,339,7,5,2021-12-26,0.29,65,351,2,
46713469,"River, bike trails & farm views on your door step!",376452311,Chris,,Yarra Ranges,-37.74908,145.6682,Entire home/apt,330,2,15,2022-04-25,0.86,2,80,10,
46713631,"Beautiful, Cosy and Prívate with Forest Views",38827761,Sarah,,Yarra Ranges,-37.86643,145.34956,Entire home/apt,350,7,1,2022-01-06,0.20,1,65,1,
46716706,Campbells Cottage 3 BR house. Mornington Peninsula,30399602,Amber,,Frankston,-38.14453,145.14334,Entire home/apt,310,28,14,2022-04-15,0.79,1,352,7,
46716834,Spacious Collingwood Apartment,112149374,Fiona,,Yarra,-37.80677,144.98422,Entire home/apt,220,2,17,2022-05-29,1.19,1,133,13,
46718786,Boho beach retreat full of comfort & creativity,10572520,Aquinia,,Kingston,-37.99278,145.07464,Entire home/apt,250,14,0,,,1,0,0,
46146442,Elegant Balcony Suite 2Bedroom Apartment,373288406,Artel Apartments,,Moreland,-37.75848,144.96429,Entire home/apt,238,1,56,2022-06-04,3.02,7,87,51,
46719079,Uniquely secluded Parklands setting,377594060,Sabine,,Banyule,-37.77343,145.03855,Entire home/apt,120,2,37,2022-06-05,2.21,1,133,21,
46730835,Cosy unit,48719537,Sam,,Whittlesea,-37.67498,145.05644,Entire home/apt,80,5,0,,,2,0,0,
46732514,158The historic Beautiful Manor in Yarra Glen,260053901,Jeremy,,Yarra Ranges,-37.65367,145.35607,Entire home/apt,400,3,4,2022-02-03,0.24,7,2,2,
46734066,Ferrars Place,11914644,Luxico Holiday Homes,,Port Phillip,-37.83952,144.95996,Entire home/apt,650,3,0,,,40,341,0,
46735058,Malvern Resort,11914644,Luxico Holiday Homes,,Stonnington,-37.85351,145.03165,Entire home/apt,3468,3,0,,,40,195,0,
46735226,Collins Tower,11914644,Luxico Holiday Homes,,Melbourne,-37.81339,144.97179,Entire home/apt,1071,3,1,2021-05-09,0.08,40,195,0,
46490711,Private Serviced Three Bedroom Townhouses,376047439,Quest,,Whittlesea,-37.68348,145.0745,Entire home/apt,370,5,0,,,1,0,0,
46492251,Spacious 2BR| CBD | Full Kitchen & More,290250033,LaVie,,Melbourne,-37.80668,144.96261,Entire home/apt,204,1,7,2022-05-29,0.37,16,18,2,
46492409,Chef´s house planted vegetables and fresh herbs..,371346541,Juan Manuel,,Maribyrnong,-37.78879,144.89404,Private room,200,1,2,2021-01-31,0.12,1,365,0,
46148367,Serena home,77744811,Seung Hyun,,Whitehorse,-37.81224,145.12543,Entire home/apt,90,3,6,2022-03-04,0.45,1,18,5,
46493747,Glenferrie Road Residences,376059855,Glenferrie Road,,Boroondara,-37.82248,145.03668,Private room,83,84,0,,,1,364,0,
46493891,Perfect little place to call home by the park.,139976918,Eliza,,Stonnington,-37.86154,145.04895,Entire home/apt,155,2,38,2022-05-22,2.05,1,119,21,
46735483,Beaconsfield Villa,11914644,Luxico Holiday Homes,,Port Phillip,-37.84724,144.94711,Entire home/apt,12000,7,0,,,40,358,0,
46735557,Penthouse M,11914644,Luxico Holiday Homes,,Melbourne,-37.83418,144.98268,Entire home/apt,1200,7,0,,,40,5,0,
46738384,Modern 2BR Resort-style living,377729493,My Thi,,Monash,-37.91993,145.14018,Entire home/apt,213,2,18,2022-06-01,1.09,1,142,12,
46164480,Manhattan on Flinders Lane - One Bedroom Apartment,10881355,Darren,,Melbourne,-37.81498,144.97284,Entire home/apt,145,3,33,2022-05-29,2.21,1,25,25,
46740428,BOUTIQUE ACCOMODATION IN THE HEART OF GEMBROOK - 4,376685461,Raynie And Meg,,Cardinia,-37.95281,145.54981,Private room,160,1,57,2022-05-22,3.24,4,354,30,
46495889,Supreme Southbank Views | 3BD | 2BTH | Sleep 8,46333372,Nate,,Melbourne,-37.82545,144.96178,Entire home/apt,456,2,6,2021-05-09,0.33,14,0,0,
46497360,Nature Inspired and Picturesque Stay!,376088639,Chitra,,Kingston,-37.93109,145.10691,Private room,99,1,0,,,1,0,0,
46167004,endless parklands and city in your sight,102654176,Amanda,,Banyule,-37.77774,145.0643,Entire home/apt,1000,7,0,,,1,268,0,
46504077,Glamorous Southbank home w/ free Wifi #2,213225288,Ming,,Melbourne,-37.82447,144.96445,Entire home/apt,95,1,57,2022-05-19,3.03,34,0,26,
46172263,Stunning One Bedroom Apartment in Fitzroy,93391912,Charlotte,,Melbourne,-37.8056,144.97308,Entire home/apt,134,2,44,2022-06-02,2.54,23,159,30,
46524670,Stylish Apartment with Parking and Patio Near Dining,279001183,MadeComfy,,Yarra,-37.80261,144.98656,Entire home/apt,174,3,31,2022-05-17,1.73,145,321,13,
46741227,Cozy City Studio in Melbourne,377143434,Scape,,Melbourne,-37.81033,144.96387,Entire home/apt,117,3,11,2022-01-21,0.63,5,0,4,
46177388,Family Suite with Spa Bath and Mountain Views,160956317,Warburton Motel,,Yarra Ranges,-37.75294,145.70601,Private room,236,1,0,,,3,260,0,
46741572,"Ensuite Bedroom Melb CBD TV, Netflix, WiFi",232061261,Lina 惠珍,,Melbourne,-37.81377,144.9537,Private room,69,1,1,2020-12-21,0.06,2,0,0,
46741580,Newly Renovated 5BD Family Home 5min walk to beach,204163681,Young,,Frankston,-38.11215,145.13113,Entire home/apt,386,3,6,2022-01-08,0.34,11,73,1,
46742448,Spacious room at the heart of Melbourne - WIFI,232061261,Lina 惠珍,,Melbourne,-37.81198,144.95389,Private room,39,1,2,2020-12-27,0.11,2,0,0,
46526290,"Parking, Fireplace and BBQ Deck in Chic 2-Bed House",279001183,MadeComfy,,Boroondara,-37.818032970851206,145.02278955587948,Entire home/apt,171,1,19,2022-04-18,1.45,145,0,18,
46530435,RILEY - Gorgeous designer Southbank Stunner *Views,1739996,Paul & Dan,,Melbourne,-37.82788,144.95694,Entire home/apt,135,2,41,2022-05-22,2.27,70,48,29,
46533032,Tarra Lane Cottage A (one of two),167874297,Jade,,Yarra Ranges,-37.65478,145.4437,Entire home/apt,300,2,22,2022-04-25,1.28,2,178,13,
46177493,Tree Tops 2Brm Suite in the hip Warburton Motel,160956317,Warburton Motel,,Yarra Ranges,-37.7533,145.70446,Entire home/apt,332,1,2,2021-11-14,0.14,3,265,1,
46533651,The green apartment,18144562,Lakshay,,Moreland,-37.77649,144.95853,Private room,90,2,0,,,1,0,0,
46177537,Private Superior Queen Room in Hip Warburton Motel,160956317,Warburton Motel,,Yarra Ranges,-37.75318,145.70646,Private room,173,1,10,2022-05-15,0.53,3,272,5,
46749833,Wonderful one Bedroom Apartment in CBD Location,93391912,Charlotte,,Melbourne,-37.81662,144.95903,Entire home/apt,116,2,21,2022-05-15,1.22,23,147,14,
46186909,A pleasant & sweet private room next to a balcony,194633330,Grace,,Whitehorse,-37.84999,145.14685,Private room,45,7,8,2022-01-19,0.44,4,91,3,
46536494,"Upper West CBD 1 Bed Apt *Wifi, Gym, Near SkyBus*",376350646,Cosy Koala,,Melbourne,-37.81506,144.95328,Entire home/apt,145,2,14,2022-04-10,0.80,1,41,8,
46188981,Funky 1 Bed Kodo Studio Quiet Retreat Fitzroy close to CBD,229473208,Elissa,,Yarra,-37.80704,144.97809,Entire home/apt,118,2,7,2021-01-30,0.37,6,0,0,
46537620,Grasmere B&B Cottage with magnificent views,376356751,Joanne,,Yarra Ranges,-37.74321,145.43998,Entire home/apt,242,1,195,2022-06-05,10.52,2,281,121,
46759715,Two gorgeous king chalets in theYarra Valley,374612268,Suzanne,,Yarra Ranges,-37.62245,145.37225,Entire home/apt,500,2,1,2022-05-27,1,3,134,1,
46759814,2-Bed Apartment with Parking and Balcony Near Trains,279001183,MadeComfy,,Maribyrnong,-37.8151,144.89317,Entire home/apt,189,3,16,2022-05-25,1.11,145,288,12,
46201287,Birches Standard Apt - Parking & Pet Stay Included,20540732,Jennie & Jaimini,,Melbourne,-37.8106,144.98909,Entire home/apt,244,1,14,2022-04-13,0.79,13,360,11,
46763153,Fitzroy’s fabulous secret: Converted Warehouse,58418020,Iain,,Yarra,-37.80679,144.98124,Entire home/apt,956,4,0,,,1,362,0,
46775967,Hamptons or Port Melbourne you decide,22630928,Next Level Short Stays,,Port Phillip,-37.84324,144.94488,Entire home/apt,230,7,4,2022-05-27,0.23,39,151,3,
46208077,Great Location @CBD 3 bedrooms apartment,351604033,Tracy,,Melbourne,-37.81564,144.95321,Entire home/apt,447,1,29,2022-05-27,1.58,7,66,16,
46783431,Inner City Heritage Building Apartment on Swanston,37457164,Richard,,Melbourne,-37.81392,144.96529,Entire home/apt,80,4,1,2021-01-02,0.06,1,0,0,
46787332,Entire Apartment | 39th floor - Incredible views,190947667,Elliott,,Melbourne,-37.82649,144.95613,Entire home/apt,90,4,3,2021-02-07,0.17,1,0,0,
46550703,In the heart of Williamstown.  Walk to everything.,26341902,Steven,,Hobsons Bay,-37.85418,144.89627,Entire home/apt,200,5,2,2022-01-06,0.12,1,53,1,
46553993,*Deluxe Suite* 3 beds 2 baths + Balcony w/ Parking,373288406,Artel Apartments,,Moreland,-37.76033,144.96432,Entire home/apt,261,3,22,2022-05-30,1.27,7,45,11,
46555540,One Bedroom One Bathroom For Long Stay,16970146,ACD Apartments,,Melbourne,-37.81509,144.94135,Entire home/apt,179,3,1,2020-12-19,0.06,6,0,0,
46209285,Super Large House Two brs 超大House 2卧室 3浴室2客厅,28952941,Yayaxixi,,Whittlesea,-37.6635,145.03347,Private room,78,1,0,,,3,0,0,
46567128,"**Royal Stays Apt, Near the Casino, Wifi, Kitchen, Laundry, Cable TV**",338403350,Royal,,Melbourne,-37.8274,144.96047,Entire home/apt,149,1,0,,,12,114,0,
46210656,MadeComfy | Spacious 3-Bed Terrace With Balcony,279001183,MadeComfy,,Port Phillip,-37.83569,144.95413,Entire home/apt,276,3,26,2022-05-21,1.54,145,313,11,
46568137,Lovely 2 bed house with garden in leafy Glen Iris,31312908,Sam,,Stonnington,-37.85792,145.05067,Entire home/apt,100,3,0,,,1,0,0,
46809688,Touch of Morocco in City/Beach Life in Melbourne,8232055,Karla,,Port Phillip,-37.86443,145.0006,Private room,150,1,0,,,1,360,0,
46221887,Chic  & Cozy Apt in ST KILDA! 2Bed & 2Bath!,90729398,Valeria,,Port Phillip,-37.86696,144.9817,Entire home/apt,115,7,10,2022-05-31,0.56,169,77,7,
46228432,Ambient leafy flat,164592558,Karen,,Frankston,-38.13277,145.16625,Entire home/apt,131,1,97,2022-05-13,5.11,1,163,53,
46569107,A cozy two bedroom apartment in the heart of SY,60680761,Nikkie,,Stonnington,-37.83914,145.00082,Entire home/apt,129,2,1,2021-01-03,0.06,2,0,0,
46229800,European Cosy & Chic near Queen Victoria Market,374401504,Joshua,,Melbourne,-37.81049,144.96019,Entire home/apt,232,2,41,2022-01-30,2.13,1,0,12,
46810452,[CBD]Quiet and Clean Private Room Only for FEMALE,195403996,Ya,,Melbourne,-37.80713,144.95982,Private room,106,1,20,2022-05-28,1.12,1,177,8,
46232357,South Yarra Art Deco Stunner! *Private Room*,39483290,Sophia,,Stonnington,-37.83436,144.99104,Private room,70,3,27,2022-05-22,1.42,1,97,14,
46820724,Sandbelt bayside,205413851,Luke,,Kingston,-37.95826,145.0646,Entire home/apt,70,2,6,2021-03-17,0.34,1,0,0,
46821018,"☆ Central Townhouse ☆ Chadstone, Shops, Park",147353202,Ready Set Host,,Glen Eira,-37.89087,145.07661,Entire home/apt,450,3,0,,,23,0,0,
46569118,Luxury Townhouse - Centre of Chadstone with BBQ,265375783,Luther,,Monash,-37.87558,145.10311,Entire home/apt,195,3,24,2022-04-24,1.32,1,62,16,
46573909,Access all of Melbourne With Perfect City Escape,225192547,Greg & Steve,,Port Phillip,-37.8422,144.97537,Entire home/apt,172,2,66,2022-05-28,3.66,2,48,27,
46910744,"Modern City Getaway | 5★ Location, ♛Melbourne, Gym",32790593,Phillip,,Port Phillip,-37.84861,144.9796,Entire home/apt,109,2,13,2022-04-30,0.93,2,219,10,
46584436,Entire apartment in the heart of Melbourne cbd,262478134,Nourah,,Melbourne,-37.8073,144.96828,Entire home/apt,73,14,0,,,1,0,0,
46589144,"Airy, spacious lux apartment ❤ 1 min stroll 2 town",41870322,Austin,,Yarra Ranges,-37.6548,145.51521,Entire home/apt,236,1,87,2022-06-04,4.69,4,61,45,
46823123,Cosy sanctuary in the hills,136830334,Dane,,Yarra Ranges,-37.85062,145.36219,Private room,88,2,0,,,1,0,0,
46910867,ZOEY - LOCATION! CBD apartment POOL SAUNA GYM WIFI,1739996,Paul & Dan,,Melbourne,-37.81413,144.95305,Entire home/apt,135,2,50,2022-05-20,3.07,70,44,39,
46823961,Parisian Gem in the heart of Melbourne,30750309,Julie,,Melbourne,-37.80969,144.97109,Entire home/apt,156,3,15,2022-06-05,0.99,1,46,12,
46589981,Perfectly positioned studio with private courtyard,74520487,Kyle,,Port Phillip,-37.859962,144.976364,Entire home/apt,87,5,23,2022-05-21,3.29,1,86,23,
46913331,Melbourne CBD location...heritage warehouse apt,25941706,Tanya,,Melbourne,-37.8123,144.96093,Entire home/apt,386,3,24,2022-06-05,1.38,1,128,13,
46828326,Studio/granny flat  aircon perfect for quarantine,167660004,Julia,,Glen Eira,-37.88942,145.04964,Private room,65,7,19,2022-05-21,2.30,3,23,19,
46828329,Bright isolated room with aircon -private entrance,167660004,Julia,,Glen Eira,-37.89705,145.06862,Private room,45,7,0,,,3,18,0,
46918103,Spacious & Modern City Studio (Accessible),377143434,Scape,,Melbourne,-37.80802,144.96277,Entire home/apt,91,3,3,2021-12-20,0.22,5,0,2,
46592723,Coco Condo - St Kildas Artsy Eco Beachside Retreat,376711763,Lauren,,Port Phillip,-37.85851,144.97949,Entire home/apt,319,2,69,2022-05-30,3.77,1,167,27,
46924948,Large Master Bedroom in our Brunswick Guest House,90729398,Valeria,,Moreland,-37.77436,144.97791,Private room,57,7,2,2021-09-04,0.15,169,179,1,
46592766,BOUTIQUE ACCOMODATION IN THE HEART OF GEMBROOK - 2,376685461,Raynie And Meg,,Cardinia,-37.95248,145.54919,Private room,160,1,44,2022-05-01,2.39,4,359,17,
46836268,Private and Peaceful Home with Solar Heated Pool,112590385,Sonia,,Kingston,-37.93856,145.03946,Entire home/apt,450,2,13,2021-10-08,0.76,1,0,2,
46925848,BOUTIQUE STAYS - Mordi Sands,760849,Boutique Stays Accommodation Group,,Kingston,-38.00617,145.08495,Entire home/apt,575,5,10,2022-04-18,0.57,63,358,7,
46602905,Modern with Easy Direct Access to Australian Open!,347595664,Alex,,Melbourne,-37.81941,144.95749,Entire home/apt,209,2,23,2022-05-20,1.39,27,288,15,
46925951,French villa vocation NO Wedding,265378968,Zizheng,,Manningham,-37.7573,145.20605,Entire home/apt,636,2,42,2022-05-31,2.39,2,325,24,
46837701,"Yarra Valley retreat-city views, sunsets, & nature",29824290,Ruth,,Nillumbik,-37.65695,145.21246,Entire home/apt,499,3,17,2022-01-27,0.99,1,11,7,
46838793,Brandnew 5 Bedder 2.5Bath House in Berwick,185076876,Jean,,Casey,-38.05356,145.32652,Entire home/apt,328,7,7,2021-10-26,0.40,31,73,4,
46926106,Renovated Cosy Studio,231898435,Majid,,Maroondah,-37.81212,145.26833,Entire home/apt,110,2,37,2022-05-29,2.39,2,177,30,
46606570,"Under Oaks, spacious & modern, 1 min stroll 2 town",41870322,Austin,,Yarra Ranges,-37.65481,145.51541,Entire home/apt,215,1,40,2022-05-12,2.22,4,58,27,
46926154,Art-Inspired Rustic Resort & Renovated Studio,231898435,Majid,,Maroondah,-37.81026,145.26291,Entire home/apt,550,2,4,2022-01-01,0.23,2,358,2,
46606944,"Sitting in The East, plush & 1 min stroll 2 town❤",41870322,Austin,,Yarra Ranges,-37.65543,145.51416,Entire home/apt,198,1,50,2022-06-04,2.77,4,61,28,
46607567,Rathdowne St Apartment,204662850,Wei,,Melbourne,-37.79319,144.97055,Private room,83,1,0,,,1,0,0,
46607960,☆ Sandy Hill Apartment #2 ☆ Pool Gym & Netflix,147353202,Ready Set Host,,Bayside,-37.95497,145.02565,Entire home/apt,179,3,13,2022-04-22,0.86,23,297,8,
46840941,Private room in Richmond,155161435,Kevin,,Yarra,-37.81115,144.99878,Private room,155,2,0,,,1,0,0,
46841304,Elmview House,375248470,Tj,,Yarra Ranges,-37.65504,145.51639,Entire home/apt,750,2,3,2022-04-09,0.80,2,346,3,
46927931,Melbourne CBD 2 Bedroom apartment with Car parking,161250322,Sara,,Melbourne,-37.81708,144.95324,Entire home/apt,199,4,0,,,2,0,0,
46843928,Beautifully Renovated Edwardian Home,168222670,Emily,,Port Phillip,-37.87123,144.99116,Entire home/apt,550,7,0,,,1,0,0,
46608728,Private townhouse in leafy Mitcham Vic 3132,290255989,Cam,,Whitehorse,-37.80885,145.19833,Entire home/apt,240,6,0,,,1,0,0,
46928398,Lux City View family house with 5BD,312453052,Alicia,,Wyndham,-37.91101,144.78276,Entire home/apt,265,3,14,2022-04-24,0.80,26,73,10,
46929222,Tranquil Loft near QV Market +parking +location,104431444,James,,Melbourne,-37.80463,144.95547,Entire home/apt,229,3,35,2022-05-30,1.97,25,44,20,
46930119,Best 3 bedroom family Prahran Windsor home,93391912,Charlotte,,Stonnington,-37.85874,145.00444,Entire home/apt,257,2,31,2022-05-02,1.98,23,0,20,
46610418,Private room in Ringwood (Ringwood单间出租）,196072164,铿,,Maroondah,-37.80408,145.24045,Private room,65,3,0,,,1,363,0,
46613634,Country breeze,89783929,Anne,,Knox,-37.93695,145.2514,Private room,59,3,1,2022-03-22,0.39,5,86,1,
46844597,Art Apartment - Kunst Hygge in St Kilda/Elwood,127808840,Karen,,Port Phillip,-37.87294,144.98775,Entire home/apt,130,7,16,2022-05-29,0.95,1,356,11,
46857552,Luxury skyline 3BR/2B Apt *Mel Central*VIC Market,32316995,Yong,,Melbourne,-37.808453,144.960449,Entire home/apt,325,1,84,2022-05-18,4.65,10,94,47,
46858720,Find Luxury in an Old-Charm Converted Warehouse,154877871,Justin,,Yarra,-37.803,144.98407,Entire home/apt,213,2,28,2022-05-30,1.58,58,200,17,
46930970,ABSOLUTE CITY-EDGE EXCITEMENT.    CONVENIENCE +++,379196557,Qtamy,,Melbourne,-37.80657,144.96252,Entire home/apt,228,3,53,2022-05-22,3.01,1,153,28,
46859362,Trendy & Spacious Brunswick Stay with Outdoor Deck,154877871,Justin,,Moreland,-37.76383,144.941,Entire home/apt,213,3,33,2022-04-19,1.87,58,284,24,
46859653,"(2GT7) Minimum Stay of 7 Nights - Great Studio with gym, pool & co-working",378520757,Manav,,Darebin,-37.74612,145.00836,Entire home/apt,97,7,11,2022-05-13,3.33,13,365,11,
46861003,"Smart & Modern, Classic & Cosy - Richmond Cottage",29300250,Astrid,,Yarra,-37.82246,145.00668,Entire home/apt,229,2,58,2022-05-15,3.31,1,9,50,
46626230,"Spacious, Stylish&Close to all amenities",63711381,Danni,,Darebin,-37.7295,144.98407,Entire home/apt,140,3,26,2022-05-08,1.43,2,51,16,
46626287,"Funky Port Melb. Warehouse meets NY Loft, Oz Style",2136236,Gary,,Port Phillip,-37.8383,144.9404,Entire home/apt,225,3,20,2022-02-06,1.14,16,242,13,
46628264,Deluxe Apartment | Balcony & city views to die for,177606325,Jonathon,,Melbourne,-37.80525,144.9433,Entire home/apt,150,7,1,2020-12-02,0.05,1,0,0,
46931636,Huge room with ensuite in Brighton home near beach,2732722,Jenny,,Bayside,-37.91567,144.99643,Private room,90,2,0,,,1,0,0,
46631691,Port Melbourne apartment metres from the beach,338082524,Shane,,Port Phillip,-37.84055,144.94037,Entire home/apt,90,28,0,,,1,0,0,
46861047,2BR home with FREE Parking & WiFi in Southbank,188418891,Greg,,Melbourne,-37.82516,144.96271,Entire home/apt,170,3,46,2022-05-22,2.85,1,212,32,
46932191,Richmond Farmhouse,28541970,Thomas,,Yarra,-37.82783,144.99925,Entire home/apt,550,28,9,2022-04-30,0.57,2,161,6,
46861495,Luxurious 2 bedroom apartment with carpark,42564947,Adam,,Boroondara,-37.82099,145.02935,Entire home/apt,140,5,18,2022-05-04,1.03,1,103,13,
46934786,SKYGARDEN LUXURY APT GLEN *2BD*2BTH*FREE CAR PARK,60650592,Albert,,Monash,-37.87899,145.16445,Entire home/apt,293,1,49,2022-04-14,2.79,3,323,22,
47224454,"A Gem above Melbourne with Gym, Swim Pool & Sauna",51578002,Jane,,Melbourne,-37.80608,144.96278,Entire home/apt,72,3,22,2022-05-29,1.26,1,64,14,
47225502,Nest on Bourke⭐SPA⭐60SQM!!⭐Free Parking⭐Free tram⭐,135947932,Meary,,Melbourne,-37.81287,144.96883,Entire home/apt,116,2,89,2022-06-03,5.08,12,38,65,
46949821,On a peaceful vineyard in the Yarra Valley region.,16365554,Jan,,Nillumbik,-37.57923,145.24391,Entire home/apt,275,2,55,2022-06-03,3.50,2,348,38,
47229604,Private Queen Bedroom in Equipped Dual-Unit 1,311546939,Lee,,Greater Dandenong,-37.975327,145.182739,Private room,56,2,14,2022-06-05,0.82,4,266,11,
47229998,Superb 1BD apartment in BEST LOCATION South Yarra,114308475,Susan,,Stonnington,-37.83651,144.99533,Entire home/apt,132,1,55,2022-06-02,3.15,26,110,28,
46950937,New Family Home centrally located,379454473,Jody,,Casey,-38.07928,145.25631,Entire home/apt,289,2,23,2022-05-29,1.31,1,301,12,
47230039,Stylish Splendid 2BD CBD - 20min walk Melb Central,381427282,Lachlan And Shirley,,Melbourne,-37.82095,144.95748,Entire home/apt,146,3,91,2022-05-27,5.52,1,30,65,
46862574,Luxury Boutique Appt close to the city,379504747,Tessa,,Boroondara,-37.82474,145.07942,Entire home/apt,110,2,59,2022-05-30,3.49,1,104,38,
46862638,"Large  Sunny corner Arty apartment, Southbank",70887728,Deirdre,,Melbourne,-37.82534,144.96272,Entire home/apt,163,5,6,2022-05-18,1.31,1,79,6,
46952510,FITZROY designer warehouse apartment,26716551,Kali,,Yarra,-37.79753,144.97949,Entire home/apt,459,3,3,2022-04-17,0.18,6,186,2,
46865358,Renovated spacious 3 BDRM house 5min walk to beach,204163681,Young,,Frankston,-38.11207,145.13081,Entire home/apt,186,2,27,2022-05-14,1.54,11,76,15,
46875058,Modern home away from home,26976138,Anne,,Nillumbik,-37.71479,145.15027,Entire home/apt,150,2,0,,,2,93,0,
46877619,Beautiful studio next to Flagstaff,90729398,Valeria,,Melbourne,-37.80726,144.95261,Entire home/apt,85,7,0,,,169,180,0,
47230971,Heart of Richmond Entire 2 Bedroom Apartment,14966999,Brodie,,Yarra,-37.82147,145.00768,Entire home/apt,150,2,14,2022-04-25,0.86,1,0,3,
47240459,Forest hill queen bed 2,313028923,Brett And Fiona,,Whitehorse,-37.83041,145.17943,Private room,40,1,5,2022-05-19,0.30,4,0,3,
46952835,Location meets Comfort near Bourke Street Mall,154877871,Justin,,Melbourne,-37.81491,144.96549,Entire home/apt,159,2,19,2022-05-30,1.28,58,318,15,
46877738,Magpie's Rest,207926446,Maree,,Cardinia,-37.97744,145.55086,Entire home/apt,250,2,12,2022-05-21,0.84,3,352,10,
46955815,Beautiful and cozy 1 bedroom with parking,379524668,Wen,,Wyndham,-37.89135,144.77521,Private room,85,1,37,2022-03-14,2.09,4,180,13,
46877961,Sunny apartment 10 minutes from the CBD,160127320,Sean,,Melbourne,-37.80505,144.94256,Entire home/apt,119,3,17,2022-05-15,0.94,1,0,12,
46958938,Botanical Gardens view from this 1 Bedroom APT,58948076,Lily,,Melbourne,-37.82901,144.96931,Entire home/apt,139,14,14,2021-08-31,0.81,1,144,2,
